접수번호,동물국문명,강,목,과,천연기념물,멸종위기등급,야생동물보호협약,구조일시,구조결과일자,구조결과,이첩 방생 위치,사체처리,동물성별,동물연령,구조위도,구조경도,구조고도,방생위도,방생경도,발견장소상세,발견주소,발견장소특징,발생원인,발생원인 세부사항,구조위도(TM구조위도),구조경도(TM구조경도),방생위도(TM방생위도),방생경도(TM방생경도),등록체중,현재체중,임상적최종진단
2021-1242,후투티,조강(Aves),파랑새목,후투티과,해당없음,해당없음,해당없음,2021-07-03,2021-07-05,안락사,,기타,Unknown,Juvenile,36.65,126.691722,40,,,주소지 불명,충청남도 홍성군 홍북읍 의향로 133,기타,어미를 잃음(미아),유리 구조물 충돌 추정,36 39 00.0,126 41 30.2,,,46,42,"우측 어깨관절 탈구, 아랫부리 부정교합"
2021-0629,황로,조강(Aves),황새목,왜가리과,해당없음,해당없음,해당없음,2021-05-15,2021-05-15,안락사,,기타,Unknown,Unknown,36.608583,126.657889,35,,,도로변,충청남도 홍성군 홍성읍 소향리 145,도로변,알 수 없는 사고,알 수 없는 사고,36 36 30.9,126 39 28.4,,,156,156,우측 고관절 탈구 및 좌측 경비골 쓸린 상처
2021-0214,집박쥐,포유강(Mammalia),박쥐목,애기박쥐과,해당없음,해당없음,해당없음,2021-02-23,2021-03-19,방생,충청남도 예산군 예산읍 발연리 351-4,,Female,0년0월0일,36.59375,126.666694,52,36.69902923,126.823104,연립주택,충청남도 홍성군 홍성읍 오관리 555-3,건물옆,인공구조물 침입·고립,"인공구조물 침입,고립/민가침입",36 35 37.5,126 40 00.1,36 41 56.2,126 49 23.1,7,7,경미한 살충제 중독(추정)
2021-1410,집박쥐,포유강(Mammalia),박쥐목,애기박쥐과,해당없음,해당없음,해당없음,2021-07-25,2021-07-25,안락사,,기타,Unknown,0년0월0일,36.497028,126.697667,68,,,민가 주변,충청남도 홍성군 장곡면 신풍리 244-1,건물옆,"개, 고양이 공격",고양이 공격,36 29 49.3,126 41 51.6,,,4,4,좌측 심한 비막 열상 및 좌측 상완골 골절
2021-0130,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-01-25,2021-01-25,안락사,,기타,Male,0년0월0일,36.59775,126.639083,71,,,한국농어촌공사 홍성지사 주변 신도로,충청남도 홍성군 홍성읍 월산리 479-2,도로변,차량과의 충돌,차량과의 충돌/,36 35 51.9,126 38 20.7,,,15200,15200,"충돌에 의한 두부 외상 및 두개골 골절, 우측 고관절 탈구"
2021-0182,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-02-11,2021-02-11,폐사체,,기타,Female,1년0월0일,36.641667,126.675167,53,,,도로변,충청남도 홍성군 홍북읍 신경리 산 54-47,도로변,차량과의 충돌,차량과의 충돌/차량충돌,36 38 30.0,126 40 30.6,,,16760,16760,"HBC(횡격막 허니아, 척추 골절(L3-4))"
2021-0199,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-02-15,2021-02-15,DOA,,기타,Male,2년0월0일,36.509139,126.596583,45,,,도로변,충청남도 홍성군 은하면 화봉리 180-1,도로변,차량과의 충돌,차량과의 충돌/차량충돌,36 30 32.9,126 35 47.7,,,16100,16100,"충돌에 의한 우측 고관절 탈구, 경비골 골절 및 척추이상(L3-4)"
2021-0317,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-04-02,2021-04-02,DOA,,기타,Male,2년10월0일,36.531,126.626528,27,,,도로 옆 농수로,충청남도 홍성군 광천읍 벽계리 744,도로변,차량과의 충돌,차량과의 충돌,36 31 51.6,126 37 35.5,,,16960,16960,"HBC, 뇌진탕"
2021-0324,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-04-05,2021-04-09,방생,충청남도 예산군 신양면 시왕리 산 66,,Male,0년10월0일,36.528944,126.583639,58,36.61863256,126.9318531,고속도로,충청남도 홍성군 은하면 대천리 449,도로변,차량과의 충돌,차량과의 충돌,36 31 44.2,126 35 01.1,36 37 07.0,126 55 53.3,14560,14560,항문부 열상 
2021-0329,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-04-06,2021-04-06,안락사,,기타,Unknown,1년10월0일,36.573778,126.570667,70,,,고속도로 위 222.0,충청남도 홍성군 결성면 형산리 125,도로변,차량과의 충돌,차량과의 충돌,36 34 25.6,126 34 14.4,,,17420,17420,Tarsal joint 탈구 및 Tarsal bone 개방골절
2021-0354,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-04-12,2021-04-12,폐사체,,기타,Unknown,0년0월0일,36.584611,126.622778,61,,,주소지 부근 도로변,충청남도 홍성군 구항면 황곡리 287-3,도로변,차량과의 충돌,차량과의 충돌,36 35 04.6,126 37 22.0,,,0,0,차량 충돌로 인한 다발성 손상
2021-0367,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-04-14,2021-04-14,안락사,,기타,Male,0년10월0일,36.598917,126.581583,26,,,도로변 ,충청남도 홍성군 갈산면 동산리 1057,도로변,차량과의 충돌,차량과의 충돌,36 35 56.1,126 34 53.7,,,15780,15780,T3 척추골절
2021-0488,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-04-30,2021-04-30,폐사체,,기타,Unknown,0년0월0일,36.585806,126.606556,38,,,도로변,충청남도 홍성군 구항면 오봉리 698-2,도로변,차량과의 충돌,차량과의 충돌,36 35 08.9,126 36 23.6,,,0,0,심한 뇌진탕 및 스트레스로 인한 폐사
2021-0511,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-05-03,2021-05-03,DOA,,기타,Male,1년0월0일,36.595083,126.609083,59,,,집 뒤,충청남도 홍성군 구항면 오봉리 433-1,건물옆,차량과의 충돌,차량과의 충돌,36 35 42.3,126 36 32.7,,,13000,13000,좌측 대퇴골 골절 및 흉수
2021-0958,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-06-08,2021-06-08,방생,충청남도 홍성군 홍성읍 고암리 173-3,,Male,0년0월0일,36.584,126.679778,31,36.58404675,126.6797587,콘크리트 구조물,충청남도 홍성군 홍성읍 고암리 173-3,도로변,인공구조물 침입·고립,인공구조물 침입·고립,36 35 02.4,126 40 47.2,36 35 02.4,126 40 47.2,0,0,인공구조물 침입 정상 개체
2021-0986,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-06-10,2021-06-10,방생,충청남도 홍성군 구항면 오봉리 산 112-12,,Unknown,0년0월10일,36.589944,126.604583,55,36.59051849,126.6044375,집 뒷편 농수로,충청남도 홍성군 구항면 오봉리 654-1,농경지,어미를 잃음(미아),어미를 잃음(미아),36 35 23.8,126 36 16.5,36 35 25.7,126 36 15.7,0,0,단순 미아
2021-1048,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-06-15,2021-06-15,방생,충청남도 홍성군 구항면 오봉리 산106,,Unknown,1년0월0일,36.589889,126.604472,55,36.59176504,126.6052523,수로,충청남도 홍성군 구항면 오봉리 654-1,농경지,어미를 잃음(미아),어미를 잃음(미아),36 35 23.6,126 36 16.1,36 35 30.1,126 36 18.8,0,0,단순 미아
2021-1077,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-06-19,2021-06-19,DOA,,기타,Female,0년0월0일,36.619917,126.664,61,,,도로변,충청남도 홍성군 홍북읍 봉신리 산 95-8,도로변,차량과의 충돌,차량과의 충돌,36 37 11.7,126 39 50.4,,,0,0,차량 충돌에 의한 다발성 골절
2021-1084,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-06-19,2021-06-19,DOA,,기타,Male,0년0월0일,36.656611,126.66175,91,,,등산로,충청남도 홍성군 홍북읍 신경리 461-86,숲,어미를 잃음(미아), 미아,36 39 23.8,126 39 42.3,,,518,518,보살핌 받지 못해 극심한 기아 상태의 미아 추정
2021-1085,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-06-19,2021-06-19,DOA,,기타,Male,0년0월0일,36.656611,126.66175,91,,,등산로,충청남도 홍성군 홍북읍 신경리 461-86,숲,어미를 잃음(미아),미아,36 39 23.8,126 39 42.3,,,948,948,보살핌 받지 못해 극심한 기아 상태의 미아 추정
2021-1179,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-06-28,2021-06-28,안락사,,기타,Male,1년1월0일,36.626778,126.545806,54,,,내포로 1466-1 부근,충청남도 홍성군 갈산면 대사리 448,도로변,차량과의 충돌,차량과의 충돌,36 37 36.4,126 32 44.9,,,16140,16140,L5 분쇄골절
2021-1202,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-06-29,2021-06-29,방생,충청남도 보령시 웅천읍 관당리 산 50-3,,Male,0년1월0일,36.642861,126.663167,54,36.2480304,126.5498157,도로변,충청남도 홍성군 홍북읍 상하리 87,도로변,어미를 잃음(미아),어미를 잃음(미아),36 38 34.3,126 39 47.4,36 14 53.7,126 32 59.1,0,0,미아 개체
2021-1341,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-07-15,2021-11-09,방생,충청남도 예산군 봉산면 금치리 산 28,,Unknown,0년3월0일,36.531083,126.627917,18,36.77528585,126.6561067,도로변,충청남도 홍성군 광천읍 벽계리 751-1,도로변,어미를 잃음(미아),어미를 잃음(미아),36 31 51.9,126 37 40.5,36 46 30.0,126 39 21.7,1016,2974,1~2일 미흡한 관리를 받은 것으로 보이는 미아 개체
2021-1434,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-07-31,2021-07-31,안락사,,기타,Female,0년0월0일,36.586833,126.637667,55,,,농촌길 도로변,충청남도 홍성군 홍성읍 옥암리 919-4,도로변,차량과의 충돌,차량과의 충돌,36 35 12.6,126 38 15.6,,,16360,16360,하악골절 및 심한뇌진탕
2021-1759,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-10-16,2021-10-17,안락사,,기타,Female,0년5월0일,36.56375,126.489306,16,,,송촌삼거리 도로변,충청남도 홍성군 서부면 어사리 송촌삼거리,도로변,차량과의 충돌,차량과의 충돌,36 33 49.5,126 29 21.5,,,10580,10580,차량 충돌에 의한 Lt. 고관절 탈구 및 Rt. 경비골 개방 골절
2021-1762,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-10-18,2021-10-18,안락사,,기타,Male,0년0월0일,36.583417,126.692833,41,,,도로변,충청남도 홍성군 홍성읍 구룡리 169-2,도로변,차량과의 충돌,차량과의 충돌,36 35 00.3,126 41 34.2,,,18480,18480,L3~L4 단열
2021-1792,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-10-23,2021-10-23,폐사체,,기타,Unknown,0년0월0일,36.601028,126.66875,31,,,대광철물 앞 횡단보도,충청남도 홍성군 홍성읍 대교리 396-11,도로변,차량과의 충돌,차량과의 충돌,36 36 03.7,126 40 07.5,,,0,0,차량 충돌에 의한 다발성 장기 손상으로 인한 폐사 추정
2021-1914,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-11-17,2021-11-24,방생,충청남도 예산군 덕산면 대치리 산 33-19,,Male,0년0월0일,36.576111,126.66,62,36.6996597,126.612669,도로변,충청남도 홍성군 홍성읍 학계리 산 157,도로변,차량과의 충돌,차량과의 충돌,36 34 34.0,126 39 36.0,36 41 55.6,126 36 46.4,19780,19780,심한 뇌진탕
2021-1918,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-11-18,2021-11-18,안락사,,기타,Unknown,0년0월0일,36.583111,126.493667,74,,,,충청남도 홍성군 서부면 이호리 732-1,도로변,차량과의 충돌,차량과의 충돌,36 34 59.2,126 29 37.2,,,14040,14040,차량 충돌에 의한 L4 골절
2021-1967,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-11-27,2021-12-01,안락사,,기타,Male,0년0월0일,36.641444,126.535583,32,,,산업단지 옆 도로,충청남도 홍성군 갈산면 취생리 554,도로변,차량과의 충돌,차량과의 충돌,36 38 29.2,126 32 08.1,,,16320,16320,뇌진탕 및 좌측 골반 골절
2021-2041,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-12-17,2021-12-17,안락사,,기타,Female,1년7월0일,36.595583,126.677444,31,,,가정집 골목사이,충청남도 홍성군 홍성읍 충절로 938번길 29,건물옆,추락,추락,36 35 44.1,126 40 38.8,,,13740,13740,큰 충돌에 의한 Rt. 골반 골절 및 Lt. 발목허리뼈 개방성 탈구
2021-2055,고라니,포유강(Mammalia),소목,사슴과,해당없음,해당없음,해당없음,2021-12-21,2021-12-21,안락사,,기타,Male,0년0월0일,36.622722,126.675889,30,,,도로옆 수로,충청남도 홍성군 홍북읍 내덕리 745-12,도로변,차량과의 충돌,차량과의 충돌,36 37 21.8,126 40 33.2,,,12600,12600,"mandibular, temporalis 골절, 좌측 상완진구성골절, 좌측각막손상"
2021-0267,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-03-16,2021-05-12,방생,충청남도 예산군 대흥면 갈신리 산 53,,Male,0년0월0일,36.652889,126.671222,39,36.66606467,126.8663143,롯데캐슬 아파트 단지 내,충청남도 홍성군 홍북읍 신경리 1168,건물옆,기생충 중감염,기생충 중감염/개선충 감염,36 39 10.4,126 40 16.4,36 39 56.3,126 51 38.4,4320,4560,개선충 중감염
2021-1024,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-14,2021-09-08,방생,충청남도 서산시 부석면 창리 산 2,,Male,0년0월0일,36.583583,126.656222,64,36.6298228,126.3940879,한국폴리텍 대학 부지 내,충청남도 홍성군 홍성읍 남장리 220-1,건물옆,기생충 중감염,기생충 중감염/개선충 감염,36 35 00.9,126 39 22.4,36 37 47.3,126 23 38.3,938,3520,개선충 감염
2021-1025,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-14,2021-09-08,방생,충청남도 서산시 부석면 창리 산 2,,Female,0년0월0일,36.583583,126.656222,64,36.6298228,126.3940879,한국폴리텍 대학 부지 내,충청남도 홍성군 홍성읍 남장리 220-1,건물옆,기생충 중감염,기생충 중감염/개선충 감염,36 35 00.9,126 39 22.4,36 37 47.3,126 23 38.3,880,2960,개선충 감염
2021-1095,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-21,2021-06-21,DOA,,기타,Unknown,0년1월0일,36.581861,126.660972,55,,,건물옆,충청남도 홍성군 홍성읍 남장리 산122,건물옆,기생충 중감염,기생충 중감염/개선충증,36 34 54.7,126 39 39.5,,,734,734,개선충 중감염 및 중증의 승저증
2021-1198,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-29,2021-09-08,방생,충청남도 서산시 부석면 창리 산 2,,Male,0년0월0일,36.580417,126.589944,40,36.6298228,126.3940879,가정집 창고,충청남도 홍성군 구항면 구항서길 100번길 42,건물옆,기생충 중감염,기생충 중감염/ 개선충 감염,36 34 49.5,126 35 23.8,36 37 47.3,126 23 38.3,1266,2600,개선충 중감염
2021-1199,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-29,2021-09-08,방생,충청남도 서산시 부석면 창리 산 2,,Female,0년0월0일,36.580417,126.589944,40,36.6298228,126.3940879,가정집 창고,충청남도 홍성군 구항면 구항서길 100번길 42,건물옆,기생충 중감염,기생충 중감염/ 개선충 감염,36 34 49.5,126 35 23.8,36 37 47.3,126 23 38.3,1192,2620,개선충 중감염
2021-1200,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-29,2021-09-30,방생,충청남도 예산군 예산읍 석양리 산 26,,Male,0년0월0일,36.580417,126.589944,40,36.70100436,126.8447788,가정집 창고,충청남도 홍성군 구항면 구항서길 100번길 42,건물옆,기생충 중감염,기생충 중감염/ 개선충 감염,36 34 49.5,126 35 23.8,36 42 03.1,126 50 43.1,1296,3686,개선충 중감염
2021-1201,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-29,2021-09-08,방생,충청남도 서산시 부석면 창리 산 2,,Female,0년0월0일,36.580417,126.589944,40,36.6298228,126.3940879,가정집 창고,충청남도 홍성군 구항면 구항서길 100번길 42,건물옆,기생충 중감염,기생충 중감염/ 개선충 감염,36 34 49.5,126 35 23.8,36 37 47.3,126 23 38.3,1356,4000,개선충 중감염
2021-1206,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-30,2021-09-08,방생,충청남도 서산시 부석면 창리 산 2,,Female,0년2월0일,36.647778,126.680361,48,36.6298228,126.3940879,아파트 화단,충청남도 홍성군 홍북읍 홍예로 213,건물옆,기생충 중감염,기생충 중감염/개선충,36 38 52.0,126 40 49.3,36 37 47.3,126 23 38.3,688,3060,개선충 감염
2021-1207,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-30,2021-07-22,안락사,,기타,Male,0년2월0일,36.584528,126.658972,54,,,카센터 주차장,충청남도 홍성군 홍성읍 충서로1216번길 6-34,건물옆,기생충 중감염,기생충 중감염/개선충 감염,36 35 04.3,126 39 32.3,,,874,1530,개선충 중감염
2021-1209,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-28,2021-09-30,방생,충청남도 예산군 예산읍 석양리 산 26,,Male,0년2월0일,36.580417,126.589944,40,36.70100436,126.8447788,가정집 창고,충청남도 홍성군 구항면 구항서길 100번길 42,건물옆,기생충 중감염,기생충 중감염/개선충 감염,36 34 49.5,126 35 23.8,36 42 03.1,126 50 43.1,1120,3770,개선충 중감염
2021-1221,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-06-28,2021-08-12,방생,충청남도 예산군 대흥면 교촌리 산 7-105,,Male,0년0월0일,36.557417,126.689139,40,36.62031323,126.779314,홍동초등학교,충청남도 홍성군 홍동면 홍장남로672번길 59,숲,기생충 중감염,기생충 중감염,36 33 26.7,126 41 20.9,36 37 00.2,126 46 20.7,4560,4780,기생충 중감염
2021-1233,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-07-02,2021-07-04,폐사,,기타,Unknown,0년0월0일,36.580417,126.589944,40,,,가정집 창고,충청남도 홍성군 구항면 구항서길 100번길 42,건물옆,기생충 중감염,기생충 중감염,36 34 49.5,126 35 23.8,,,980,980,기생충 중감염
2021-1522,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-08-14,2021-08-14,안락사,,기타,Male,0년4월0일,36.589528,126.657556,51,,,주소지 부근 도로 갓길,충청남도 홍성군 홍성읍 옥암리 271-8 ,도로변,차량과의 충돌,차량과의 충돌,36 35 22.3,126 39 27.2,,,1800,1800,"L3골절, 개선충 및 승저증"
2021-1757,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-10-16,2021-10-16,DOA,,기타,Female,0년0월0일,36.652861,126.67125,39,,,청남프라자1차 지하주차장,충청남도 홍성군 홍북읍 신경리 550,건물옆,기생충 중감염,기생충 중감염/ 개선충,36 39 10.3,126 40 16.5,,,3700,3700,개선충 중감염
2021-1817,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-10-28,2022-02-22,방생,충청남도 서산시 부석면 마룡리 523-16 ,,Male,0년0월0일,36.597639,126.666,32,36.63875502,126.391016,하천,충청남도 홍성군 홍성읍 오관리 361-26,"강, 바다",기생충 중감염,기생충 중감염/개선충 감염,36 35 51.5,126 39 57.6,36 38 15.7,126 23 20.9,3960,4870,개선충 중감염
2021-1844,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-11-03,2022-03-25,방생,충청남도 서산시 부석면 마룡리 산 198,,Male,0년0월0일,36.595139,126.638972,60,36.63944278,126.383956,농경지,충청남도 홍성군 홍성읍 백월로 61번길 5,농경지,기생충 중감염,기생충 중감염/개선충 감염,36 35 42.5,126 38 20.3,36 38 18.6,126 23 03.5,3500,5460,개선충 중감염
2021-1876,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-11-10,2022-03-03,방생,충청남도 서산시 부석면 마룡리 544-1,,Male,0년0월0일,36.600361,126.669278,33,36.64176789,126.3842421,시네마모텔 주차장,충청남도 홍성군 홍성읍 오관리 329-2,건물옆,기생충 중감염,기생충 중감염/개선충,36 36 01.3,126 40 09.4,36 38 29.2,126 23 05.0,3860,4480,개선충 중감염
2021-2082,너구리,포유강(Mammalia),식육목,개과,해당없음,해당없음,해당없음,2021-12-31,2022-03-10,방생,충청남도 서산시 해미면 황락리 산 31-2 ,,Male,0년0월0일,36.54375,126.605056,56,36.71997529,126.5784814,농경지 주변 가정집,충청남도 홍성군 은하면 장곡리 121-1,농경지,기생충 중감염,기생충 중감염/개선충,36 32 37.5,126 36 18.2,36 43 15.5,126 34 37.6,3760,4450,개선충 중감염
2021-1610,오소리,포유강(Mammalia),식육목,족제비과,해당없음,해당없음,해당없음,2021-09-03,2021-09-03,안락사,,기타,Female,0년0월0일,36.573,126.68225,27,,,농경지,충청남도 홍성군 홍성읍 송월리 521,농경지,덫,덫,36 34 22.8,126 40 56.1,,,5050,5050,우측 상완골 개방골절 및 신경 혈관 단열
2022-1586,청딱다구리,조강(Aves),딱다구리목,딱다구리과,해당없음,해당없음,해당없음,2022-07-11,2022-07-11,DOA,,기타,Unknown,Adult,36.39.304,126.40.218,39,,,충남도청 남문방면,충남 홍성군 홍북읍 충남대로 21,건물옆, - 전선/건물과의 충돌,유리 구조물 충돌,,,,,114,114,유리창 충돌에 의한 중증의 뇌진탕
2022-0265,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-02-22,2022-02-22,DOA,,폐기,Unknown,Adult,36.36.325,126.42.083,26,,,벽돌공장 사무실앞,충남 홍성군 금마면 신곡리 318-15,건물옆, - 전선/건물과의 충돌,유리 구조물 충돌,,,,,250,250,유리창 충돌에 의한 뇌진탕
2022-0531,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-04-27,2022-05-03,방생,충남 홍성군 갈산면 오두리 산 9-1,,Unknown,Adult,36.35.340,126.32.244,59,,,건물안,충남 홍성군 갈산면 행산리 417-9,건물옆, - 인공구조물 침입·고립,"인공구조물 침입, 고립",,,,,208,222,뇌진탕 상부호흡기 출혈
2022-0557,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-05-03,2022-05-23,방생,충남 아산시 배방읍 장재리 1351,,Unknown,Nestling,36.39.338,126.40.417,34,,,도로 옆 화단,충남 홍성군 홍북읍 신경리 1735,도로변, - 자연적 사고,자연적 사고/까치 공격,,,,,150,186,"미아 및 까치 공격에 의한 좌측 둔부, 허벅지 열상"
2022-0739,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-05-13,2022-06-22,방생,충남 아산시 도고면 석당리 산 90,,Unknown,Nestling,36.36.035,126.40.329,26,,,롯데마트 주차장 출구 인근 보도블럭,충남 홍성군 홍성읍 고암리 1042,건물옆, - 어미를 잃음(미아),어미를 잃음(미아)/미아,,,,,84,172,"열상(좌측 상완, 후두부, 상안검, 목)"
2022-1449,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-06-29,2022-07-18,안락사,,폐기,Unknown,Nestling,36.35.433,126.39.247,34,,,홍성우체국 주차장 ,충남 홍성군 홍성읍 옥암리 1070,건물옆, - 어미를 잃음(미아),어미를 잃음(미아)/,,,,,100,154,미아
2022-1521,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-07-04,2022-08-14,안락사,,폐기,Unknown,Juvenile,36.39.103,126.40.165,39,,,건설현장 철근,충남 홍성군 홍북면 신경리 581,건물옆, - 인공구조물 침입·고립,"인공구조물 침입, 고립",,,,,142,160,좌측 경비골 원위부 폐쇄골절 
2022-1522,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-07-04,2022-07-04,방생,충남 홍성군 홍북면 신경리,,Unknown,Juvenile,36.39.103,126.40.165,39,,,건설현장 철근,충남 홍성군 홍북면 신경리 581,건물옆, - 인공구조물 침입·고립,"인공구조물 침입, 고립",,,,,0,0,단순 미아
2022-1800,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-07-31,2022-08-01,안락사,,냉동(신냉동창고)(투입박스(일반)),Unknown,Unknown,36.35.553,126.40.195,44,,,교회 주차장,충남 홍성군 홍성읍 의사로22번길 13,건물옆, - 바이러스 감염,바이러스 감염/폭스바이러스,,,,,0,0,Avian pox virus infection.
2022-1835,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-08-05,2022-08-05,방생,충남 홍성군 홍북면 대인리 580-1,,Unknown,Nestling,36.38.145,126.43.375,26,,,가정집 앞마당,충남 홍성군 홍북면 대인리 580-1,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,0,0,단순 미아
2022-2062,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-09-15,2022-09-15,DOA,,폐기,Unknown,Nestling,36.36.211,126.38.589,58,,,홍성세무서 왼편 주차장 상,충남 홍성군 홍성읍 소향리 384-2,건물옆, - 어미를 잃음(미아),어미를 잃음(미아),,,,,96,96,미아
2022-2239,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-10-28,2022-10-30,폐사,,폐기,Unknown,Juvenile,36.35.475,126.39.137,45,,,주소지 인근 생활도로상,충남 홍성군 홍성읍 내포로146번길 25,건물옆, - 전선/건물과의 충돌,유리 구조물 충돌,,,,,198,182,"유리창 충돌에 의한 뇌진탕, 쇄골, 오훼골 골절 및 척추 손상"
2022-2359,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-11-23,2022-12-30,방생,충남 공주시 반포면 하신리 산 1,,Unknown,Juvenile,36.38.449,126.40.250,0,,,모아엘가아파트 관리사무소 2층 독서실 야외공간,충남 홍성군 홍북읍 홍학로 88,건물옆, - 전선/건물과의 충돌,유리 구조물 충돌,,,,,178,178,"좌측 2지 골절, 좌측 오훼골 후방탈구"
2022-2385,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-12-01,2022-12-11,폐사,,냉동,Unknown,Juvenile,36.38.449,126.40.250,0,,,모아엘가아파트 관리사무소 2층 테라스 ,충남 홍성군 홍북읍 홍학로 88,건물옆, - 전선/건물과의 충돌,유리 구조물 충돌,,,,,162,147,유리 구조물 충돌에 의한 경증 뇌진탕 및 개구호흡
2022-2442,멧비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-12-14,2022-12-14,폐사체,,냉동(신냉동창고)(투입박스(일반)),Unknown,Adult,36.30.007,126.38.501,0,,,베이커리 앞 인도상,충남 홍성군 홍성읍 월산로50번길 23,건물옆, - 바이러스 감염,바이러스 감염/폭스 바이러스 감염,,,,,0,0,폭스 바이러스 감염
2022-1570,집비둘기,조강(Aves),비둘기목,비둘기과,해당없음,해당없음,해당없음,2022-07-08,2022-08-01,방생,충남 예산군 예산읍 향천리 산66-4,,Unknown,Adult,36.39.023,126.40.418,37,,,애견샵 쇼독 앞 도로상 자동차 아래,충남 홍성군 홍북읍 신경리 669,건물옆, - 전선/건물과의 충돌,유리 구조물 충돌,,,,,290,291,유리창 충돌에 의한 중증 뇌진탕
